"Date","Games"
"2008-2-8","201"
"2008-2-9","201"
"2008-2-10","201"
"2008-2-11","201"
"2008-2-12","201"
"2008-2-13","201"
"2008-2-14","201"
"2008-2-15","201"
"2008-2-16","201"
"2008-2-17","201"
"2008-2-18","201"
"2008-2-19","201"
"2008-2-20","201"
"2008-2-21","201"
"2008-2-22","201"
"2008-2-23","201"
"2008-2-24","201"
"2008-2-25","201"
"2008-2-26","201"
"2008-2-27","201"
"2008-2-28","201"
"2008-2-29","201"
"2008-3-1","201"
"2008-3-2","201"
"2008-3-3","201"
"2008-3-4","201"
"2008-3-5","201"
"2008-3-6","201"
"2008-3-7","201"
"2008-3-8","201"
"2008-3-9","201"
"2008-3-10","201"
"2008-3-11","201"
"2008-3-12","201"
"2008-3-13","201"
"2008-3-14","201"
"2008-3-15","201"
"2008-3-16","201"
"2008-3-17","201"
"2008-3-18","201"
"2008-3-19","201"
"2008-3-20","201"
"2008-3-21","201"
"2008-3-22","201"
"2008-3-23","201"
"2008-3-24","201"
"2008-3-25","201"
"2008-3-26","201"
"2008-3-27","201"
"2008-3-28","201"
"2008-3-29","201"
"2008-3-30","201"
"2008-3-31","201"
"2008-4-1","201"
"2008-4-2","201"
"2008-4-3","201"
"2008-4-4","201"
"2008-4-5","201"
"2008-4-6","201"
"2008-4-7","201"
"2008-4-8","201"
"2008-4-9","201"
"2008-4-10","201"
"2008-4-11","201"
"2008-4-12","201"
"2008-4-13","201"
"2008-4-14","201"
"2008-4-15","201"
"2008-4-16","201"
"2008-4-17","201"
"2008-4-18","201"
"2008-4-19","201"
"2008-4-20","201"
"2008-4-21","201"
"2008-4-22","201"
"2008-4-23","201"
"2008-4-24","201"
"2008-4-25","201"
"2008-4-26","201"
"2008-4-27","201"
"2008-4-28","201"
"2008-4-29","201"
"2008-4-30","201"
"2008-5-1","201"
"2008-5-2","201"
"2008-5-3","201"
"2008-5-4","201"
"2008-5-5","201"
"2008-5-6","201"
"2008-5-7","201"
"2008-5-8","201"
"2008-5-9","201"
"2008-5-10","201"
"2008-5-11","201"
"2008-5-12","201"
"2008-5-13","201"
"2008-5-14","201"
"2008-5-15","201"
"2008-5-16","201"
"2008-5-17","201"
"2008-5-18","201"
"2008-5-19","201"
"2008-5-20","201"
"2008-5-21","201"
"2008-5-22","201"
"2008-5-23","201"
"2008-5-24","201"
"2008-5-25","201"
"2008-5-26","201"
"2008-5-27","201"
"2008-5-28","201"
"2008-5-29","201"
"2008-5-30","201"
"2008-5-31","201"
"2008-6-1","201"
"2008-6-2","201"
"2008-6-3","201"
"2008-6-4","201"
"2008-6-5","201"
"2008-6-6","201"
"2008-6-7","201"
"2008-6-8","201"
"2008-6-9","201"
"2008-6-10","201"
"2008-6-11","201"
"2008-6-12","201"
"2008-6-13","201"
"2008-6-14","201"
"2008-6-15","201"
"2008-6-16","201"
"2008-6-17","201"
"2008-6-18","201"
"2008-6-19","201"
"2008-6-20","201"
"2008-6-21","201"
"2008-6-22","201"
"2008-6-23","201"
"2008-6-24","201"
"2008-6-25","201"
"2008-6-26","201"
"2008-6-27","201"
"2008-6-28","201"
"2008-6-29","201"
"2008-6-30","201"
"2008-7-1","201"
"2008-7-2","201"
"2008-7-3","201"
"2008-7-4","201"
"2008-7-5","201"
"2008-7-6","201"
"2008-7-7","201"
"2008-7-8","201"
"2008-7-9","201"
"2008-7-10","201"
"2008-7-11","201"
"2008-7-12","201"
"2008-7-13","201"
"2008-7-14","201"
"2008-7-15","201"
"2008-7-16","201"
"2008-7-17","201"
"2008-7-18","201"
"2008-7-19","201"
"2008-7-20","201"
"2008-7-21","201"
"2008-7-22","201"
"2008-7-23","201"
"2008-7-24","201"
"2008-7-25","201"
"2008-7-26","201"
"2008-7-27","201"
"2008-7-28","201"
"2008-7-29","201"
"2008-7-30","201"
"2008-7-31","201"
"2008-8-1","201"
"2008-8-2","201"
"2008-8-3","201"
"2008-8-4","201"
"2008-8-5","201"
"2008-8-6","201"
"2008-8-7","201"
"2008-8-8","201"
"2008-8-9","201"
"2008-8-10","201"
"2008-8-11","201"
"2008-8-12","201"
"2008-8-13","201"
"2008-8-14","201"
"2008-8-15","201"
"2008-8-16","201"
"2008-8-17","201"
"2008-8-18","201"
"2008-8-19","201"
"2008-8-20","201"
"2008-8-21","201"
"2008-8-22","201"
"2008-8-23","201"
"2008-8-24","201"
"2008-8-25","201"
"2008-8-26","201"
"2008-8-27","201"
"2008-8-28","201"
"2008-8-29","201"
"2008-8-30","201"
"2008-8-31","201"
"2008-9-1","201"
"2008-9-2","201"
"2008-9-3","201"
"2008-9-4","201"
"2008-9-5","201"
"2008-9-6","201"
"2008-9-7","201"
"2008-9-8","201"
"2008-9-9","201"
"2008-9-10","201"
"2008-9-11","201"
"2008-9-12","201"
"2008-9-13","201"
"2008-9-14","201"
"2008-9-15","201"
"2008-9-16","201"
"2008-9-17","201"
"2008-9-18","201"
"2008-9-19","201"
"2008-9-20","201"
"2008-9-21","201"
"2008-9-22","201"
"2008-9-23","201"
"2008-9-24","201"
"2008-9-25","201"
"2008-9-26","201"
"2008-9-27","201"
"2008-9-28","201"
"2008-9-29","201"
"2008-9-30","201"
"2008-10-1","201"
"2008-10-2","201"
"2008-10-3","201"
"2008-10-4","201"
"2008-10-5","201"
"2008-10-6","201"
"2008-10-7","201"
"2008-10-8","201"
"2008-10-9","201"
"2008-10-10","201"
"2008-10-11","201"
"2008-10-12","201"
"2008-10-13","201"
"2008-10-14","201"
"2008-10-15","201"
"2008-10-16","201"
"2008-10-17","201"
"2008-10-18","201"
"2008-10-19","201"
"2008-10-20","201"
"2008-10-21","201"
"2008-10-22","201"
"2008-10-23","201"
"2008-10-24","201"
"2008-10-25","201"
"2008-10-26","201"
"2008-10-27","201"
"2008-10-28","201"
"2008-10-29","201"
"2008-10-30","201"
"2008-10-31","201"
"2008-11-1","201"
"2008-11-2","201"
"2008-11-3","201"
"2008-11-4","201"
"2008-11-5","201"
"2008-11-6","201"
"2008-11-7","201"
"2008-11-8","201"
"2008-11-9","201"
"2008-11-10","201"
"2008-11-11","201"
"2008-11-12","201"
"2008-11-13","201"
"2008-11-14","201"
"2008-11-15","201"
"2008-11-16","201"
"2008-11-17","201"
"2008-11-18","201"
"2008-11-19","201"
"2008-11-20","201"
"2008-11-21","201"
"2008-11-22","201"
"2008-11-23","201"
"2008-11-24","201"
"2008-11-25","201"
"2008-11-26","201"
"2008-11-27","201"
"2008-11-28","201"
"2008-11-29","201"
"2008-11-30","201"
"2008-12-1","201"
"2008-12-2","201"
"2008-12-3","201"
"2008-12-4","201"
"2008-12-5","201"
"2008-12-6","201"
"2008-12-7","201"
"2008-12-8","201"
"2008-12-9","201"
"2008-12-10","201"
"2008-12-11","201"
"2008-12-12","201"
"2008-12-13","201"
"2008-12-14","201"
"2008-12-15","201"
"2008-12-16","201"
"2008-12-17","201"
"2008-12-18","201"
"2008-12-19","201"
"2008-12-20","201"
"2008-12-21","201"
"2008-12-22","201"
"2008-12-23","201"
"2008-12-24","201"
"2008-12-25","201"
"2008-12-26","201"
"2008-12-27","201"
"2008-12-28","201"
"2008-12-29","201"
"2008-12-30","201"
"2008-12-31","201"
"2009-1-1","201"
"2009-1-2","201"
"2009-1-3","201"
"2009-1-4","201"
"2009-1-5","201"
"2009-1-6","201"
"2009-1-7","201"
"2009-1-8","201"
"2009-1-9","201"
"2009-1-10","201"
"2009-1-11","201"
"2009-1-12","201"
"2009-1-13","201"
"2009-1-14","201"
"2009-1-15","201"
"2009-1-16","201"
"2009-1-17","201"
"2009-1-18","201"
"2009-1-19","201"
"2009-1-20","201"
"2009-1-21","201"
"2009-1-22","201"
"2009-1-23","201"
"2009-1-24","201"
"2009-1-25","201"
"2009-1-26","201"
"2009-1-27","201"
"2009-1-28","201"
"2009-1-29","201"
"2009-1-30","201"
"2009-1-31","201"
"2009-2-1","201"
"2009-2-2","201"
"2009-2-3","201"
"2009-2-4","201"
"2009-2-5","201"
"2009-2-6","201"
"2009-2-7","201"
"2009-2-8","201"
"2009-2-9","201"
"2009-2-10","201"
"2009-2-11","201"
"2009-2-12","201"
"2009-2-13","201"
"2009-2-14","201"
"2009-2-15","201"
"2009-2-16","201"
"2009-2-17","201"
"2009-2-18","201"
"2009-2-19","201"
"2009-2-20","201"
"2009-2-21","201"
"2009-2-22","201"
"2009-2-23","201"
"2009-2-24","201"
"2009-2-25","201"
"2009-2-26","201"
"2009-2-27","201"
"2009-2-28","201"
"2009-3-1","201"
"2009-3-2","201"
"2009-3-3","201"
"2009-3-4","201"
"2009-3-5","201"
"2009-3-6","201"
"2009-3-7","201"
"2009-3-8","201"
"2009-3-9","201"
"2009-3-10","201"
"2009-3-11","201"
"2009-3-12","201"
"2009-3-13","201"
"2009-3-14","201"
"2009-3-15","201"
"2009-3-16","201"
"2009-3-17","201"
"2009-3-18","201"
"2009-3-19","201"
"2009-3-20","201"
"2009-3-21","201"
"2009-3-22","201"
"2009-3-23","201"
"2009-3-24","201"
"2009-3-25","201"
"2009-3-26","201"
"2009-3-27","201"
"2009-3-28","201"
"2009-3-29","201"
"2009-3-30","201"
"2009-3-31","201"
"2009-4-1","201"
"2009-4-2","201"
"2009-4-3","201"
"2009-4-4","201"
"2009-4-5","201"
"2009-4-6","201"
"2009-4-7","201"
"2009-4-8","201"
"2009-4-9","201"
"2009-4-10","201"
"2009-4-11","201"
"2009-4-12","201"
"2009-4-13","201"
"2009-4-14","201"
"2009-4-15","201"
"2009-4-16","201"
"2009-4-17","201"
"2009-4-18","201"
"2009-4-19","201"
"2009-4-20","201"
"2009-4-21","201"
"2009-4-22","201"
"2009-4-23","201"
"2009-4-24","201"
"2009-4-25","201"
"2009-4-26","201"
"2009-4-27","201"
"2009-4-28","201"
"2009-4-29","201"
"2009-4-30","201"
"2009-5-1","201"
"2009-5-2","201"
"2009-5-3","201"
"2009-5-4","201"
"2009-5-5","201"
"2009-5-6","201"
"2009-5-7","201"
"2009-5-8","201"
"2009-5-9","201"
"2009-5-10","201"
"2009-5-11","201"
"2009-5-12","201"
"2009-5-13","201"
"2009-5-14","201"
"2009-5-15","201"
"2009-5-16","201"
"2009-5-17","201"
"2009-5-18","201"
"2009-5-19","201"
"2009-5-20","201"
"2009-5-21","201"
"2009-5-22","201"
"2009-5-23","201"
"2009-5-24","201"
"2009-5-25","201"
"2009-5-26","201"
"2009-5-27","201"
"2009-5-28","201"
"2009-5-29","201"
"2009-5-30","201"
"2009-5-31","201"
"2009-6-1","201"
"2009-6-2","201"
"2009-6-3","201"
"2009-6-4","201"
"2009-6-5","201"
"2009-6-6","201"
"2009-6-7","201"
"2009-6-8","201"
"2009-6-9","201"
"2009-6-10","201"
"2009-6-11","201"
"2009-6-12","201"
"2009-6-13","201"
"2009-6-14","201"
"2009-6-15","201"
"2009-6-16","201"
"2009-6-17","201"
"2009-6-18","201"
"2009-6-19","201"
"2009-6-20","201"
"2009-6-21","201"
"2009-6-22","201"
"2009-6-23","201"
"2009-6-24","201"
"2009-6-25","201"
"2009-6-26","201"
"2009-6-27","201"
"2009-6-28","201"
"2009-6-29","201"
"2009-6-30","201"
"2009-7-1","201"
"2009-7-2","201"
"2009-7-3","201"
"2009-7-4","201"
"2009-7-5","201"
"2009-7-6","201"
"2009-7-7","201"
"2009-7-8","201"
"2009-7-9","201"
"2009-7-10","201"
"2009-7-11","201"
"2009-7-12","201"
"2009-7-13","201"
"2009-7-14","201"
"2009-7-15","201"
"2009-7-16","201"
"2009-7-17","201"
"2009-7-18","201"
"2009-7-19","201"
"2009-7-20","201"
"2009-7-21","201"
"2009-7-22","201"
"2009-7-23","201"
"2009-7-24","201"
"2009-7-25","201"
"2009-7-26","201"
"2009-7-27","201"
"2009-7-28","201"
"2009-7-29","201"
"2009-7-30","201"
"2009-7-31","201"
"2009-8-1","201"
"2009-8-2","201"
"2009-8-3","201"
"2009-8-4","201"
"2009-8-5","201"
"2009-8-6","201"
"2009-8-7","201"
"2009-8-8","201"
"2009-8-9","201"
"2009-8-10","201"
"2009-8-11","201"
"2009-8-12","201"
"2009-8-13","201"
"2009-8-14","201"
"2009-8-15","201"
"2009-8-16","201"
"2009-8-17","201"
"2009-8-18","201"
"2009-8-19","201"
"2009-8-20","201"
"2009-8-21","201"
"2009-8-22","201"
"2009-8-23","201"
"2009-8-24","201"
"2009-8-25","201"
"2009-8-26","201"
"2009-8-27","201"
"2009-8-28","201"
"2009-8-29","201"
"2009-8-30","201"
"2009-8-31","201"
"2009-9-1","201"
"2009-9-2","201"
"2009-9-3","201"
"2009-9-4","201"
"2009-9-5","201"
"2009-9-6","201"
"2009-9-7","201"
"2009-9-8","201"
"2009-9-9","201"
"2009-9-10","201"
"2009-9-11","201"
"2009-9-12","201"
"2009-9-13","201"
"2009-9-14","201"
"2009-9-15","201"
"2009-9-16","201"
"2009-9-17","201"
"2009-9-18","201"
"2009-9-19","201"
"2009-9-20","201"
"2009-9-21","201"
"2009-9-22","201"
"2009-9-23","201"
"2009-9-24","201"
"2009-9-25","201"
"2009-9-26","201"
"2009-9-27","201"
"2009-9-28","201"
"2009-9-29","201"
"2009-9-30","201"
"2009-10-1","201"
"2009-10-2","201"
"2009-10-3","201"
"2009-10-4","201"
"2009-10-5","201"
"2009-10-6","201"
"2009-10-7","201"
"2009-10-8","201"
"2009-10-9","201"
"2009-10-10","201"
"2009-10-11","201"
"2009-10-12","201"
"2009-10-13","201"
"2009-10-14","201"
"2009-10-15","201"
"2009-10-16","201"
"2009-10-17","201"
"2009-10-18","201"
"2009-10-19","201"
"2009-10-20","201"
"2009-10-21","201"
"2009-10-22","201"
"2009-10-23","201"
"2009-10-24","201"
"2009-10-25","201"
"2009-10-26","201"
"2009-10-27","201"
"2009-10-28","201"
"2009-10-29","201"
"2009-10-30","201"
"2009-10-31","201"
"2009-11-1","201"
"2009-11-2","201"
"2009-11-3","201"
"2009-11-4","201"
"2009-11-5","201"
"2009-11-6","201"
"2009-11-7","201"
"2009-11-8","201"
"2009-11-9","201"
"2009-11-10","201"
"2009-11-11","201"
"2009-11-12","201"
"2009-11-13","201"
"2009-11-14","201"
"2009-11-15","201"
"2009-11-16","201"
"2009-11-17","201"
"2009-11-18","201"
"2009-11-19","201"
"2009-11-20","201"
"2009-11-21","201"
"2009-11-22","201"
"2009-11-23","201"
"2009-11-24","201"
"2009-11-25","201"
"2009-11-26","201"
"2009-11-27","201"
"2009-11-28","201"
"2009-11-29","201"
"2009-11-30","201"
"2009-12-1","201"
"2009-12-2","201"
"2009-12-3","201"
"2009-12-4","201"
"2009-12-5","201"
"2009-12-6","201"
"2009-12-7","201"
"2009-12-8","201"
"2009-12-9","201"
"2009-12-10","201"
"2009-12-11","201"
"2009-12-12","201"
"2009-12-13","201"
"2009-12-14","201"
"2009-12-15","201"
"2009-12-16","201"
"2009-12-17","201"
"2009-12-18","201"
"2009-12-19","201"
"2009-12-20","201"
"2009-12-21","201"
"2009-12-22","201"
"2009-12-23","201"
"2009-12-24","201"
"2009-12-25","201"
"2009-12-26","201"
"2009-12-27","201"
"2009-12-28","201"
"2009-12-29","201"
"2009-12-30","201"
"2009-12-31","201"
"2010-1-1","201"
"2010-1-2","201"
"2010-1-3","201"
"2010-1-4","201"
"2010-1-5","201"
"2010-1-6","201"
"2010-1-7","201"
"2010-1-8","201"
"2010-1-9","201"
"2010-1-10","201"
"2010-1-11","201"
"2010-1-12","201"
"2010-1-13","201"
"2010-1-14","201"
"2010-1-15","201"
"2010-1-16","201"
"2010-1-17","201"
"2010-1-18","201"
"2010-1-19","201"
"2010-1-20","201"
"2010-1-21","201"
"2010-1-22","201"
"2010-1-23","201"
"2010-1-24","201"
"2010-1-25","201"
"2010-1-26","201"
"2010-1-27","201"
"2010-1-28","201"
"2010-1-29","201"
"2010-1-30","201"
"2010-1-31","201"
"2010-2-1","201"
"2010-2-2","201"
"2010-2-3","201"
"2010-2-4","201"
"2010-2-5","201"
"2010-2-6","201"
"2010-2-7","201"
"2010-2-8","201"
"2010-2-9","201"
"2010-2-10","201"
"2010-2-11","201"
"2010-2-12","201"
"2010-2-13","201"
"2010-2-14","201"
"2010-2-15","201"
"2010-2-16","201"
"2010-2-17","201"
"2010-2-18","201"
"2010-2-19","201"
"2010-2-20","201"
"2010-2-21","201"
"2010-2-22","201"
"2010-2-23","201"
"2010-2-24","201"
"2010-2-25","201"
"2010-2-26","201"
"2010-2-27","201"
"2010-2-28","201"
"2010-3-1","201"
"2010-3-2","201"
"2010-3-3","201"
"2010-3-4","201"
"2010-3-5","201"
"2010-3-6","201"
"2010-3-7","201"
"2010-3-8","201"
"2010-3-9","201"
"2010-3-10","201"
"2010-3-11","201"
"2010-3-12","201"
"2010-3-13","201"
"2010-3-14","201"
"2010-3-15","201"
"2010-3-16","201"
"2010-3-17","201"
"2010-3-18","201"
"2010-3-19","201"
"2010-3-20","201"
"2010-3-21","201"
"2010-3-22","201"
"2010-3-23","201"
"2010-3-24","201"
"2010-3-25","201"
"2010-3-26","201"
"2010-3-27","201"
"2010-3-28","201"
"2010-3-29","201"
"2010-3-30","201"
"2010-3-31","201"
"2010-4-1","201"
"2010-4-2","201"
"2010-4-3","201"
"2010-4-4","201"
"2010-4-5","201"
"2010-4-6","201"
"2010-4-7","201"
"2010-4-8","201"
"2010-4-9","201"
"2010-4-10","201"
"2010-4-11","201"
"2010-4-12","201"
"2010-4-13","201"
"2010-4-14","201"
"2010-4-15","201"
"2010-4-16","201"
"2010-4-17","201"
"2010-4-18","201"
"2010-4-19","201"
"2010-4-20","201"
"2010-4-21","201"
"2010-4-22","201"
"2010-4-23","201"
"2010-4-24","201"
"2010-4-25","201"
"2010-4-26","201"
"2010-4-27","201"
"2010-4-28","201"
"2010-4-29","201"
"2010-4-30","201"
"2010-5-1","201"
"2010-5-2","201"
"2010-5-3","201"
"2010-5-4","201"
"2010-5-5","201"
"2010-5-6","201"
"2010-5-7","201"
"2010-5-8","201"
"2010-5-9","201"
"2010-5-10","201"
"2010-5-11","201"
"2010-5-12","201"
"2010-5-13","201"
"2010-5-14","201"
"2010-5-15","201"
"2010-5-16","201"
"2010-5-17","201"
"2010-5-18","201"
"2010-5-19","201"
"2010-5-20","201"
"2010-5-21","201"
"2010-5-22","201"
"2010-5-23","201"
"2010-5-24","201"
"2010-5-25","201"
"2010-5-26","201"
"2010-5-27","201"
"2010-5-28","201"
"2010-5-29","201"
"2010-5-30","201"
"2010-5-31","201"
"2010-6-1","201"
"2010-6-2","201"
"2010-6-3","201"
"2010-6-4","201"
"2010-6-5","201"
"2010-6-6","201"
"2010-6-7","201"
"2010-6-8","201"
"2010-6-9","201"
"2010-6-10","201"
"2010-6-11","201"
"2010-6-12","201"
"2010-6-13","201"
"2010-6-14","201"
"2010-6-15","201"
"2010-6-16","201"
"2010-6-17","201"
"2010-6-18","201"
"2010-6-19","201"
"2010-6-20","201"
"2010-6-21","201"
"2010-6-22","201"
"2010-6-23","201"
"2010-6-24","201"
"2010-6-25","201"
"2010-6-26","201"
"2010-6-27","201"
"2010-6-28","201"
"2010-6-29","201"
"2010-6-30","201"
"2010-7-1","201"
"2010-7-2","201"
"2010-7-3","201"
"2010-7-4","201"
"2010-7-5","201"
"2010-7-6","201"
"2010-7-7","201"
"2010-7-8","201"
"2010-7-9","201"
"2010-7-10","201"
"2010-7-11","201"
"2010-7-12","201"
"2010-7-13","201"
"2010-7-14","201"
"2010-7-15","201"
"2010-7-16","201"
"2010-7-17","201"
"2010-7-18","201"
"2010-7-19","201"
"2010-7-20","201"
"2010-7-21","201"
"2010-7-22","201"
"2010-7-23","201"
"2010-7-24","201"
"2010-7-25","201"
"2010-7-26","201"
"2010-7-27","201"
"2010-7-28","201"
"2010-7-29","201"
"2010-7-30","201"
"2010-7-31","201"
"2010-8-1","201"
"2010-8-2","201"
"2010-8-3","201"
"2010-8-4","201"
"2010-8-5","201"
"2010-8-6","201"
"2010-8-7","201"
"2010-8-8","201"
"2010-8-9","201"
"2010-8-10","201"
"2010-8-11","201"
"2010-8-12","201"
"2010-8-13","201"
"2010-8-14","201"
"2010-8-15","201"
"2010-8-16","201"
"2010-8-17","201"
"2010-8-18","201"
"2010-8-19","201"
"2010-8-20","201"
"2010-8-21","201"
"2010-8-22","201"
"2010-8-23","201"
"2010-8-24","201"
"2010-8-25","201"
"2010-8-26","201"
"2010-8-27","201"
"2010-8-28","201"
"2010-8-29","201"
"2010-8-30","201"
"2010-8-31","201"
"2010-9-1","201"
"2010-9-2","201"
"2010-9-3","201"
"2010-9-4","201"
"2010-9-5","201"
"2010-9-6","201"
"2010-9-7","201"
"2010-9-8","201"
"2010-9-9","201"
"2010-9-10","201"
"2010-9-11","201"
"2010-9-12","201"
"2010-9-13","201"
"2010-9-14","201"
"2010-9-15","201"
"2010-9-16","201"
"2010-9-17","201"
"2010-9-18","201"
"2010-9-19","201"
"2010-9-20","201"
"2010-9-21","201"
"2010-9-22","201"
"2010-9-23","201"
"2010-9-24","201"
"2010-9-25","201"
"2010-9-26","201"
"2010-9-27","201"
"2010-9-28","201"
"2010-9-29","201"
"2010-9-30","201"
"2010-10-1","201"
"2010-10-2","201"
"2010-10-3","201"
"2010-10-4","201"
"2010-10-5","201"
"2010-10-6","201"
"2010-10-7","201"
"2010-10-8","201"
"2010-10-9","201"
"2010-10-10","201"
"2010-10-11","201"
"2010-10-12","201"
"2010-10-13","201"
"2010-10-14","201"
"2010-10-15","201"
"2010-10-16","201"
"2010-10-17","201"
"2010-10-18","201"
"2010-10-19","201"
"2010-10-20","201"
"2010-10-21","201"
"2010-10-22","201"
"2010-10-23","201"
"2010-10-24","201"
"2010-10-25","201"
"2010-10-26","201"
"2010-10-27","201"
"2010-10-28","201"
"2010-10-29","201"
"2010-10-30","201"
"2010-10-31","201"
"2010-11-1","201"
"2010-11-2","201"
"2010-11-3","201"
"2010-11-4","201"
"2010-11-5","201"
"2010-11-6","201"
"2010-11-7","201"
"2010-11-8","201"
"2010-11-9","201"
"2010-11-10","201"
"2010-11-11","201"
"2010-11-12","201"
"2010-11-13","201"
"2010-11-14","201"
"2010-11-15","201"
"2010-11-16","201"
"2010-11-17","201"
"2010-11-18","201"
"2010-11-19","201"
"2010-11-20","201"
"2010-11-21","201"
"2010-11-22","201"
"2010-11-23","201"
"2010-11-24","201"
"2010-11-25","201"
"2010-11-26","201"
"2010-11-27","201"
"2010-11-28","201"
"2010-11-29","201"
"2010-11-30","201"
